"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2000-01-01","2000-12-31",2000,0,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2001-01-01","2001-12-31",2001,0,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2002-01-01","2002-12-31",2002,26,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2003-01-01","2003-12-31",2003,160,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2004-01-01","2004-12-31",2004,36,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2005-01-01","2005-12-31",2005,68,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2006-01-01","2006-12-31",2006,68,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2007-01-01","2007-12-31",2007,18,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2008-01-01","2008-12-31",2008,32,"Total","Admin0","Year","MOH-BRN-2008-Y01-04"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2009-01-01","2009-12-31",2009,33,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2010-01-01","2010-12-31",2010,299,"Total","Admin0","Year","MOH-BRN-2010-Y01-06"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2011-01-01","2011-12-31",2011,25,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-01-01","2012-01-31",2012,8,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-02-01","2012-02-29",2012,11,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-03-01","2012-03-31",2012,25,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-04-01","2012-04-30",2012,11,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-05-01","2012-05-31",2012,8,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-06-01","2012-06-30",2012,6,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-07-01","2012-07-31",2012,9,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-08-01","2012-08-31",2012,13,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-09-01","2012-09-30",2012,32,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-10-01","2012-10-31",2012,34,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-11-01","2012-11-30",2012,65,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2012-12-01","2012-12-31",2012,68,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-01-01","2013-01-31",2013,53,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-01-01","2013-12-31",2013,2025,"Total","Admin0","Year","LITERATURE-ALL-20112019-Y01-02"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-02-01","2013-02-28",2013,44,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-03-01","2013-03-31",2013,31,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-04-01","2013-04-30",2013,32,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-05-01","2013-05-31",2013,44,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-06-01","2013-06-30",2013,37,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-07-01","2013-07-31",2013,39,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-08-01","2013-08-31",2013,42,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-09-01","2013-09-30",2013,17,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-10-01","2013-10-31",2013,17,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-11-01","2013-11-30",2013,32,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2013-12-01","2013-12-31",2013,21,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-01-01","2014-01-31",2014,15,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-01-01","2014-12-31",2014,436,"Total","Admin0","Year","LITERATURE-ALL-20112019-Y01-02"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-02-01","2014-02-28",2014,5,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-03-01","2014-03-31",2014,11,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-04-01","2014-04-30",2014,6,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-05-01","2014-05-31",2014,13,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-06-01","2014-06-30",2014,16,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-07-01","2014-07-31",2014,52,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-08-01","2014-08-31",2014,73,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-09-01","2014-09-30",2014,61,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-10-01","2014-10-31",2014,90,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-11-01","2014-11-30",2014,40,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2014-12-01","2014-12-31",2014,54,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-01-01","2015-01-31",2015,56,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-02-01","2015-02-28",2015,26,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-03-01","2015-03-31",2015,20,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-04-01","2015-04-30",2015,30,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-05-01","2015-05-31",2015,29,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-06-01","2015-06-30",2015,22,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-07-01","2015-07-31",2015,21,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-08-01","2015-08-31",2015,25,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-09-01","2015-09-30",2015,30,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-10-01","2015-10-31",2015,26,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-11-01","2015-11-30",2015,17,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2015-12-01","2015-12-31",2015,15,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-01-01","2016-01-31",2016,8,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-02-01","2016-02-29",2016,5,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-03-01","2016-03-31",2016,5,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-04-01","2016-04-30",2016,11,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-05-01","2016-05-31",2016,6,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-06-01","2016-06-30",2016,3,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-07-01","2016-07-31",2016,6,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-08-01","2016-08-31",2016,12,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-09-01","2016-09-30",2016,6,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-10-01","2016-10-31",2016,6,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-11-01","2016-11-30",2016,7,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2016-12-01","2016-12-31",2016,9,"Total","Admin0","Month","LITERATURE-BRN-20122017-Y01-00"
"BRUNEI DARUSSALAM",NA,NA,"BRUNEI DARUSSALAM","BRN",40,"BRN",NA,"2017-01-01","2017-12-31",2017,75,"Total","Admin0","Year","MOH-BRN-2017-Y01-13"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1980-01-01","1980-12-31",1980,419,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1981-01-01","1981-12-31",1981,498,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1982-01-01","1982-12-31",1982,711,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1983-01-01","1983-12-31",1983,3545,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1984-01-01","1984-12-31",1984,647,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1985-01-01","1985-12-31",1985,5980,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1986-01-01","1986-12-31",1986,2129,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1987-01-01","1987-12-31",1987,3716,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1988-01-01","1988-12-31",1988,1981,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1989-01-01","1989-12-31",1989,2237,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1990-01-01","1990-12-31",1990,7247,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1991-01-01","1991-12-31",1991,1882,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1992-01-01","1992-12-31",1992,4695,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1993-01-01","1993-12-31",1993,3913,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1994-01-01","1994-12-31",1994,1498,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1995-01-01","1995-12-31",1995,10428,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1996-01-01","1996-12-31",1996,1433,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1997-01-01","1997-12-31",1997,4224,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-01-01","1998-01-31",1998,510,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-02-01","1998-02-28",1998,465,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-03-01","1998-03-31",1998,488,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-04-01","1998-04-30",1998,470,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-05-01","1998-05-31",1998,807,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-06-01","1998-06-30",1998,1887,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-07-01","1998-07-31",1998,3295,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-08-01","1998-08-31",1998,4437,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-09-01","1998-09-30",1998,2533,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-10-01","1998-10-31",1998,914,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-11-01","1998-11-30",1998,288,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1998-12-01","1998-12-31",1998,154,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"1999-01-01","1999-12-31",1999,1530,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2000-01-01","2000-12-31",2000,3148,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-01-01","2001-01-31",2001,74,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-02-01","2001-02-28",2001,69,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-03-01","2001-03-31",2001,158,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-04-01","2001-04-30",2001,337,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-05-01","2001-05-31",2001,1082,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-06-01","2001-06-30",2001,2227,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-07-01","2001-07-31",2001,1980,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-08-01","2001-08-31",2001,2203,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-09-01","2001-09-30",2001,1406,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-10-01","2001-10-31",2001,697,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-11-01","2001-11-30",2001,238,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2001-12-01","2001-12-31",2001,98,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-01-01","2002-01-31",2002,103,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-02-01","2002-02-28",2002,109,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-03-01","2002-03-31",2002,257,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-04-01","2002-04-30",2002,277,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-05-01","2002-05-31",2002,928,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-06-01","2002-06-30",2002,1669,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-07-01","2002-07-31",2002,2546,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-08-01","2002-08-31",2002,2177,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-09-01","2002-09-30",2002,1754,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-10-01","2002-10-31",2002,1458,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-11-01","2002-11-30",2002,656,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2002-12-01","2002-12-31",2002,537,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2003-01-01","2003-12-31",2003,12081,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2004-01-01","2004-01-31",2004,209,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2004-02-01","2004-02-29",2004,162,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2004-03-01","2004-03-31",2004,191,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2004-04-01","2004-04-30",2004,220,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
"CAMBODIA",NA,NA,"CAMBODIA","KHM",44,"KHM",NA,"2004-05-01","2004-05-31",2004,773,"Total","Admin0","Month","TYCHO-ALL-19242017-SV_DF01-00"
